Cliente,Año,Activos_Iniciales_millones,Ingresos_Netos_millones,Gastos_Operativos_millones,Margen_Financiero_Neto_millones,Fondos_Disponibles_millones,Depositos_Corto_Plazo_millones,Prestamos_Totales_millones,Prestamos_Morosos_millones,Activos_Finales_millones,Patrimonio_millones,Captaciones_Iniciales_millones,Captaciones_Finales_millones,Cartera_Inicial_millones,Cartera_Final_millones,Provisiones_Iniciales_millones,Provisiones_Finales_millones,Activos_Finales_millones_promedio,Eficiencia_Gasto_Operativo,Gasto_personal,ROA,Liquidez_de_Corto_Plazo,Tasa_de_Morosidad,Grado_Absorción,Solvencia_Patrimonial,Porcentaje_Crecimiento_Captaciones,Porcentaje_Crecimiento_Cartera,Porcentaje_Crecimiento_Provisiones
Cliente_49,2004,2010.208,5.399,28.701,7.546,64.973,2.106,10.125,1.033,7975.384,385.474,83.403,94.477,666.267,576.396,4.933,2.147,4929.029,-4.316,531.597,0.001,30.851,10.206,3.804,0.048,13.277,-13.489,-56.479
Cliente_49,2006,7499.407,5.429,20.294,11.475,97.777,5.776,35.523,5.344,9339.318,607.567,99.634,70.291,951.552,923.924,3.100,3.820,5018.055,-2.738,373.846,0.001,16.929,15.045,1.769,0.065,-29.451,-2.904,23.225
Cliente_49,2015,8091.977,5.623,23.887,9.263,88.577,9.560,47.678,7.669,1263.947,712.230,98.735,11.441,670.931,65.602,3.332,4.422,4996.377,-3.248,424.778,0.001,9.266,16.085,2.579,0.563,-88.412,-90.222,32.712
Cliente_49,2005,1919.656,5.321,2.214,5.380,82.564,7.763,22.887,1.744,6637.764,869.989,47.214,99.343,665.811,343.883,3.619,7.632,4920.368,0.584,41.605,0.001,10.636,7.618,0.412,0.131,110.412,-48.351,110.907
Cliente_49,2016,9829.488,5.148,7.121,10.387,10.278,3.237,35.351,6.661,5908.169,876.358,89.744,3.893,922.813,910.257,2.002,3.797,4857.693,-0.383,138.316,0.001,3.175,18.843,0.686,0.148,-95.662,-1.361,89.628
Cliente_49,2003,8716.284,6.174,23.962,5.475,88.349,5.067,44.937,8.488,1066.753,785.077,95.550,92.971,633.915,743.225,4.062,6.311,4970.480,-2.881,388.115,0.001,17.435,18.888,4.377,0.736,-2.699,17.244,55.350
Cliente_49,2014,4407.864,7.426,11.894,5.071,46.163,7.176,48.784,4.901,92.876,716.949,48.735,33.324,492.467,725.303,6.330,2.709,4789.817,-0.602,160.172,0.002,6.433,10.046,2.346,7.719,-31.622,47.280,-57.207
Cliente_49,2018,9129.801,8.803,16.082,3.974,85.188,8.829,39.433,5.327,8523.768,32.714,54.526,38.965,795.745,654.266,2.693,4.493,5248.009,-0.827,182.696,0.002,9.649,13.508,4.047,0.004,-28.538,-17.779,66.826
Cliente_49,2006,1092.845,5.048,28.900,5.738,93.253,5.634,37.117,5.304,3159.946,498.427,25.092,28.755,333.468,785.297,9.478,4.813,5018.055,-4.726,572.551,0.001,16.551,14.290,5.037,0.158,14.599,135.494,-49.217
Cliente_49,2005,6364.700,6.330,8.709,6.278,12.311,6.942,19.342,0.563,8161.663,88.003,17.873,72.198,224.582,966.282,6.156,7.942,4920.368,-0.376,137.578,0.001,1.773,2.909,1.387,0.011,303.955,330.257,29.014
Cliente_50,2009,6653.842,9.143,21.312,8.445,87.063,2.238,37.133,0.742,7828.235,688.296,28.246,57.690,64.435,519.382,2.619,9.819,5375.895,-1.331,233.083,0.002,38.901,1.997,2.524,0.088,104.240,706.059,274.865
Cliente_50,2007,8013.116,7.475,2.524,5.392,45.440,7.264,49.539,9.722,6591.917,954.601,65.666,28.099,908.972,585.137,5.992,5.555,5175.817,0.662,33.771,0.001,6.256,19.625,0.468,0.145,-57.210,-35.627,-7.295
Cliente_50,2015,7029.965,8.521,26.098,10.330,21.781,3.620,15.904,2.124,4449.758,653.144,37.365,74.791,795.430,714.035,8.205,4.272,4996.377,-2.063,306.284,0.002,6.017,13.352,2.526,0.147,100.162,-10.233,-47.931
Cliente_50,2021,5989.204,6.884,6.192,14.860,77.704,2.303,48.016,5.894,5771.138,375.996,12.880,79.640,185.705,790.278,2.107,5.900,5050.433,0.101,89.948,0.001,33.734,12.274,0.417,0.065,518.321,325.555,179.957
Cliente_50,2014,3089.605,9.906,15.138,11.487,62.235,2.963,27.084,5.261,6951.320,692.103,9.181,18.929,813.055,124.965,2.159,4.807,4789.817,-0.528,152.817,0.002,21.002,19.425,1.318,0.100,106.170,-84.630,122.635
Cliente_50,2004,9903.361,6.666,12.362,6.170,82.456,7.735,43.666,5.638,5227.140,795.530,49.433,48.935,20.727,753.235,2.856,9.507,4929.029,-0.855,185.463,0.001,10.660,12.912,2.004,0.152,-1.007,3534.140,232.872
Cliente_50,2019,1235.517,9.139,29.547,8.154,86.483,7.618,47.039,4.081,9860.209,658.860,67.210,64.815,556.504,965.715,2.451,1.001,4782.451,-2.233,323.295,0.002,11.353,8.676,3.624,0.067,-3.564,73.532,-59.167
Cliente_50,2009,9968.489,6.053,20.118,4.604,73.863,1.082,13.842,0.228,3521.819,777.953,51.465,43.932,536.880,897.705,6.062,3.705,5375.895,-2.324,332.365,0.001,68.253,1.646,4.370,0.221,-14.637,67.208,-38.880
Cliente_50,2004,7065.516,8.663,25.607,10.597,51.178,7.534,48.966,2.730,5382.557,865.031,3.280,57.571,812.384,181.484,8.663,9.516,4929.029,-1.956,295.581,0.002,6.793,5.576,2.416,0.161,1655.398,-77.660,9.845
Cliente_50,2023,4783.349,9.052,29.741,3.329,24.733,6.181,17.185,1.767,2099.185,650.661,57.725,10.845,489.075,599.504,1.315,5.675,5423.356,-2.286,328.552,0.002,4.001,10.284,8.934,0.310,-81.213,22.579,331.542
Cliente_51,2003,6021.842,5.416,11.792,1.624,30.319,8.392,25.583,2.752,2131.446,609.094,81.588,17.346,480.176,702.889,9.682,4.412,4970.480,-1.177,217.717,0.001,3.613,10.758,7.261,0.286,-78.739,46.381,-54.432
Cliente_51,2021,2161.184,6.271,20.062,2.307,10.888,5.407,23.807,0.941,7380.519,707.080,31.214,6.684,515.496,749.918,7.071,4.360,5050.433,-2.199,319.926,0.001,2.014,3.954,8.696,0.096,-78.587,45.475,-38.343
Cliente_51,2001,3591.293,7.127,24.795,2.095,43.944,5.761,39.652,1.349,5688.851,183.921,85.934,74.598,997.956,244.982,8.937,2.019,5252.968,-2.479,347.912,0.001,7.628,3.401,11.836,0.032,-13.192,-75.452,-77.408
Cliente_51,2007,1285.793,8.473,18.543,8.451,97.190,7.304,48.720,3.994,2175.414,986.260,94.798,55.862,888.192,739.244,5.712,9.226,5175.817,-1.189,218.864,0.002,13.306,8.197,2.194,0.453,-41.073,-16.770,61.537
Cliente_51,2001,6223.505,7.680,13.171,1.456,44.077,8.789,31.267,4.682,3048.893,798.670,41.245,49.792,698.184,950.918,3.026,3.248,5252.968,-0.715,171.507,0.001,5.015,14.973,9.043,0.262,20.723,36.199,7.346
Cliente_51,2006,744.522,5.353,5.451,9.783,19.450,5.964,33.785,0.677,9331.181,502.727,31.961,87.561,406.066,823.540,1.676,5.852,5018.055,-0.018,101.839,0.001,3.261,2.004,0.557,0.054,173.962,102.809,249.148
Cliente_51,2004,2550.419,8.663,29.781,5.761,93.307,6.467,43.985,6.502,6430.093,276.547,9.924,96.254,616.670,880.452,8.555,7.898,4929.029,-2.438,343.758,0.002,14.428,14.783,5.170,0.043,869.924,42.775,-7.679
Cliente_51,2009,3818.441,9.977,13.575,5.336,25.816,9.069,29.074,5.674,8257.448,428.337,8.868,42.974,910.976,528.583,5.623,2.061,5375.895,-0.361,136.068,0.002,2.847,19.515,2.544,0.052,384.600,-41.976,-63.352
Cliente_51,2006,9036.696,8.484,1.751,4.462,75.549,2.537,15.103,2.181,355.256,941.735,73.265,51.360,746.171,609.584,9.572,3.693,5018.055,0.794,20.643,0.002,29.782,14.443,0.392,2.651,-29.899,-18.305,-61.424
Cliente_51,2004,4001.194,5.963,18.505,13.098,37.589,9.519,10.380,0.595,4631.107,881.506,94.542,73.349,714.446,607.766,4.805,3.642,4929.029,-2.103,310.317,0.001,3.949,5.733,1.413,0.190,-22.416,-14.932,-24.198
Cliente_52,2019,1072.533,9.566,29.692,2.438,54.601,9.619,10.321,0.620,7116.320,855.017,86.571,11.895,286.032,770.693,1.785,1.888,4782.451,-2.104,310.403,0.002,5.676,6.007,12.177,0.120,-86.259,169.443,5.751
Cliente_52,2015,3497.867,5.035,20.032,6.605,71.356,8.134,29.208,4.182,8915.975,629.279,38.655,36.994,280.879,131.178,1.957,9.476,4996.377,-2.979,397.893,0.001,8.772,14.318,3.033,0.071,-4.297,-53.297,384.157
Cliente_52,2001,7224.613,8.847,13.741,5.303,21.469,2.135,21.289,2.908,7593.792,149.577,52.972,94.357,606.915,361.208,6.666,6.571,5252.968,-0.553,155.318,0.002,10.055,13.660,2.591,0.020,78.125,-40.485,-1.424
Cliente_52,2011,4021.279,6.251,5.056,0.958,77.598,4.097,13.305,1.218,8461.034,121.341,70.316,71.447,431.477,810.225,6.417,3.713,4774.942,0.191,80.893,0.001,18.940,9.154,5.276,0.014,1.609,87.780,-42.129
Cliente_52,2000,89.628,7.353,22.666,10.160,80.230,1.123,27.158,2.717,5603.900,401.882,98.032,25.450,253.011,743.189,1.369,5.268,4620.370,-2.082,308.230,0.002,71.453,10.004,2.231,0.072,-74.039,193.738,284.692
Cliente_52,2019,4308.607,6.872,1.168,14.251,45.989,7.160,34.705,5.508,3474.048,274.588,22.956,89.616,491.795,589.322,9.715,7.849,4782.451,0.830,17.005,0.001,6.423,15.872,0.082,0.079,290.384,19.831,-19.208
Cliente_52,2014,1976.247,6.822,26.624,14.416,75.340,1.468,39.170,1.159,3660.754,192.985,43.182,18.993,334.948,605.109,8.956,5.802,4789.817,-2.902,390.235,0.001,51.309,2.958,1.847,0.053,-56.015,80.658,-35.219
Cliente_52,2010,5291.437,9.461,21.567,14.752,76.770,8.469,17.474,2.600,6299.017,147.063,7.074,1.053,112.417,239.014,8.357,2.383,4613.751,-1.280,227.962,0.002,9.065,14.879,1.462,0.023,-85.113,112.614,-71.483
Cliente_52,2009,8985.201,7.682,4.209,2.222,84.308,4.867,21.246,2.679,1175.172,18.644,43.280,66.383,669.279,276.671,2.736,2.150,5375.895,0.452,54.793,0.001,17.322,12.611,1.894,0.016,53.379,-58.661,-21.410
Cliente_52,2011,4107.780,6.347,9.262,7.591,21.828,6.374,14.601,0.669,4361.822,200.444,6.114,32.842,683.279,584.743,5.012,4.764,4774.942,-0.459,145.919,0.001,3.425,4.585,1.220,0.046,437.175,-14.421,-4.948
Cliente_53,2015,2897.274,7.189,27.930,8.237,28.898,9.085,36.293,1.785,9907.690,149.186,31.706,72.706,133.047,852.867,3.407,3.040,4996.377,-2.885,388.528,0.001,3.181,4.917,3.391,0.015,129.315,541.028,-10.773
Cliente_53,2013,9558.073,7.546,15.871,4.732,20.457,3.654,44.719,4.204,2246.000,479.528,88.640,14.592,770.348,85.880,5.893,4.468,5072.685,-1.103,210.313,0.001,5.598,9.402,3.354,0.214,-83.538,-88.852,-24.167
Cliente_53,2016,608.873,7.812,15.611,9.774,68.378,9.867,47.561,3.406,9564.708,496.465,81.932,75.294,268.389,140.091,1.191,4.180,4857.693,-0.998,199.817,0.002,6.930,7.161,1.597,0.052,-8.102,-47.803,250.986
Cliente_53,2016,9724.768,6.951,21.897,14.160,66.941,6.634,33.330,1.625,2818.861,459.931,69.049,2.167,938.660,759.912,1.401,3.582,4857.693,-2.150,315.006,0.001,10.091,4.874,1.546,0.163,-96.862,-19.043,155.696
Cliente_53,2000,1902.719,8.036,8.506,4.527,97.500,1.094,38.904,5.044,763.823,815.782,19.597,10.873,600.038,892.498,5.902,9.295,4620.370,-0.059,105.850,0.002,89.149,12.966,1.879,1.068,-44.516,48.740,57.499
Cliente_53,2005,8145.521,6.035,25.722,2.428,39.211,4.199,37.525,6.494,3337.914,176.934,15.209,39.015,792.608,815.649,1.923,7.160,4920.368,-3.262,426.237,0.001,9.337,17.306,10.593,0.053,156.531,2.907,272.304
Cliente_53,2019,4950.764,5.018,9.595,13.164,95.179,7.574,47.826,4.072,3605.575,570.088,43.213,11.894,10.387,308.078,8.978,7.181,4782.451,-0.912,191.203,0.001,12.566,8.514,0.729,0.158,-72.477,2866.056,-20.018
Cliente_53,2008,5325.166,7.859,8.787,1.247,89.559,3.517,20.294,1.923,9247.098,943.412,46.047,2.342,791.869,479.429,4.738,7.434,5765.334,-0.118,111.800,0.001,25.463,9.475,7.046,0.102,-94.915,-39.456,56.909
Cliente_53,2022,5135.363,7.961,4.454,14.710,33.763,3.304,35.049,5.211,848.958,181.226,64.867,83.221,542.828,244.565,1.011,9.115,5055.648,0.440,55.951,0.002,10.219,14.866,0.303,0.213,28.296,-54.946,801.631
Cliente_53,2004,750.780,5.044,7.494,14.848,22.025,1.141,34.174,3.159,434.425,282.762,40.848,93.533,818.437,543.983,3.019,5.426,4929.029,-0.486,148.563,0.001,19.308,9.244,0.505,0.651,128.979,-33.534,79.752
Cliente_54,2004,8931.282,8.993,24.625,7.479,54.334,4.255,41.146,1.328,5701.658,594.332,14.871,64.603,572.493,56.941,4.424,2.465,4929.029,-1.738,273.810,0.002,12.768,3.227,3.293,0.104,334.419,-90.054,-44.288
Cliente_54,2005,6871.920,8.944,4.282,14.606,58.259,2.830,15.574,2.215,449.701,159.015,53.218,60.813,306.728,392.899,1.492,1.958,4920.368,0.521,47.871,0.002,20.590,14.220,0.293,0.354,14.273,28.094,31.241
Cliente_54,2013,6247.958,9.309,13.396,9.225,30.710,8.655,28.416,1.057,9864.953,147.740,94.928,18.184,228.088,822.682,4.343,2.907,5072.685,-0.439,143.912,0.002,3.548,3.718,1.452,0.015,-80.844,260.687,-33.065
Cliente_54,2016,2870.769,9.890,22.075,9.731,17.526,4.262,43.410,6.480,4838.586,142.136,47.548,16.875,931.519,976.011,4.818,1.099,4857.693,-1.232,223.195,0.002,4.112,14.929,2.269,0.029,-64.511,4.776,-77.194
Cliente_54,2010,8754.146,8.889,5.195,2.504,74.343,5.265,32.060,4.561,481.441,245.801,72.533,40.243,272.556,605.478,3.429,9.187,4613.751,0.416,58.448,0.002,14.119,14.226,2.075,0.511,-44.518,122.148,167.904
Cliente_54,2019,2711.662,5.733,10.369,14.188,57.425,2.202,47.254,4.286,933.016,13.465,44.953,42.938,92.845,78.132,1.940,2.690,4782.451,-0.809,180.859,0.001,26.075,9.069,0.731,0.014,-4.482,-15.846,38.673
Cliente_54,2005,4993.009,5.739,4.699,13.863,79.893,1.991,26.843,0.544,3086.740,831.237,64.840,94.876,378.183,692.734,4.264,2.816,4920.368,0.181,81.872,0.001,40.119,2.028,0.339,0.269,46.323,83.174,-33.975
Cliente_54,2021,3691.756,7.233,23.259,6.056,83.016,9.202,18.429,0.555,9805.436,417.078,2.308,45.975,951.122,477.939,8.009,9.363,5050.433,-2.215,321.540,0.001,9.021,3.014,3.840,0.043,1892.231,-49.750,16.901
Cliente_54,2013,2654.744,8.984,11.226,8.465,29.740,4.248,18.983,2.288,7517.043,765.652,12.015,71.429,743.392,653.047,4.019,3.163,5072.685,-0.249,124.948,0.002,7.001,12.051,1.326,0.102,494.481,-12.153,-21.303
Cliente_54,2004,9069.940,9.882,15.332,8.312,17.853,8.644,39.880,4.012,9587.431,470.295,6.940,26.547,401.002,405.695,3.156,1.765,4929.029,-0.552,155.155,0.002,2.065,10.060,1.845,0.049,282.523,1.170,-44.059
Cliente_55,2016,3313.851,5.806,29.809,14.132,18.767,3.660,27.682,2.595,9126.066,977.454,23.082,95.995,455.124,789.770,3.465,4.857,4857.693,-4.134,513.408,0.001,5.127,9.376,2.109,0.107,315.887,73.528,40.162
Cliente_55,2006,8965.215,8.412,15.547,1.080,11.345,1.613,46.966,5.043,5703.598,58.002,87.542,40.298,545.536,978.582,1.735,9.670,5018.055,-0.848,184.822,0.002,7.031,10.737,14.393,0.010,-53.968,79.380,457.243
Cliente_55,2010,5036.280,5.394,29.776,10.835,78.969,6.189,47.593,6.124,8230.334,790.800,67.246,43.878,948.585,214.207,8.864,3.672,4613.751,-4.520,552.047,0.001,12.760,12.868,2.748,0.096,-34.749,-77.418,-58.572
Cliente_55,2012,5022.269,8.130,18.653,10.402,37.859,4.180,48.867,3.401,5609.524,700.046,35.545,40.751,146.368,212.281,5.063,2.787,4846.471,-1.294,229.446,0.002,9.056,6.959,1.793,0.125,14.645,45.032,-44.942
Cliente_55,2023,7750.827,9.764,16.175,3.967,88.078,1.640,29.530,0.764,8937.899,561.240,47.380,7.383,214.257,23.920,4.777,9.477,5423.356,-0.657,165.661,0.002,53.699,2.586,4.077,0.063,-84.418,-88.836,98.377
Cliente_55,2011,237.829,6.158,23.290,14.957,81.764,7.396,24.539,2.172,1986.401,155.408,53.976,34.900,568.638,758.858,2.927,5.335,4774.942,-2.782,378.224,0.001,11.055,8.851,1.557,0.078,-35.342,33.452,82.259
Cliente_55,2004,7960.897,6.078,13.977,9.300,90.562,5.147,21.465,2.050,7227.514,106.193,82.011,60.833,987.823,423.497,9.038,5.820,4929.029,-1.300,229.950,0.001,17.596,9.552,1.503,0.015,-25.824,-57.128,-35.608
Cliente_55,2022,4770.053,8.407,4.805,14.391,54.902,9.875,26.361,4.658,5785.315,376.446,11.803,22.051,774.431,252.819,2.657,8.055,5055.648,0.429,57.150,0.002,5.560,17.671,0.334,0.065,86.828,-67.354,203.184
Cliente_55,2021,8688.255,5.704,9.434,8.720,50.933,9.806,34.787,6.900,1447.028,570.564,18.847,74.387,63.338,176.930,1.484,9.690,5050.433,-0.654,165.391,0.001,5.194,19.834,1.082,0.394,294.689,179.342,553.126
Cliente_55,2003,375.045,8.593,19.081,14.919,25.275,7.868,37.223,0.674,6640.965,853.975,11.726,12.318,808.725,142.596,9.055,4.931,4970.480,-1.221,222.055,0.002,3.212,1.811,1.279,0.129,5.047,-82.368,-45.541
Cliente_56,2023,8643.149,9.847,29.181,7.112,63.540,9.958,27.764,0.934,5793.966,284.321,16.184,20.073,517.760,553.353,1.709,5.819,5423.356,-1.963,296.331,0.002,6.381,3.364,4.103,0.049,24.031,6.874,240.487
Cliente_56,2023,1136.955,5.487,17.728,6.451,58.849,8.253,33.249,6.445,1035.089,879.728,38.066,64.799,437.964,948.752,4.442,3.207,5423.356,-2.231,323.082,0.001,7.130,19.385,2.748,0.850,70.227,116.628,-27.790
Cliente_56,2023,9699.791,6.093,1.417,5.607,44.341,1.934,11.305,2.076,4591.818,265.235,81.854,83.026,100.478,204.559,7.681,8.020,5423.356,0.767,23.252,0.001,22.923,18.367,0.253,0.058,1.432,103.585,4.416
Cliente_56,2023,4064.460,9.895,24.600,8.366,86.058,6.847,21.596,1.910,5959.349,838.646,82.183,80.332,801.371,94.172,2.175,8.074,5423.356,-1.486,248.602,0.002,12.569,8.846,2.941,0.141,-2.253,-88.249,271.250
Cliente_56,2010,5207.396,7.101,1.470,8.086,71.970,6.546,26.826,4.450,1071.659,795.343,60.395,58.208,504.753,437.984,5.083,7.934,4613.751,0.793,20.695,0.002,10.994,16.588,0.182,0.742,-3.621,-13.228,56.069
Cliente_56,2000,37.765,7.730,27.003,11.594,49.374,4.702,18.915,2.719,2825.348,415.302,34.174,13.758,631.810,629.265,6.684,6.933,4620.370,-2.493,349.308,0.002,10.502,14.373,2.329,0.147,-59.741,-0.403,3.738
Cliente_56,2004,4506.139,5.831,15.560,2.144,35.492,5.468,28.185,4.251,8946.153,242.313,95.957,63.991,784.497,593.695,4.223,3.475,4929.029,-1.669,266.880,0.001,6.491,15.082,7.258,0.027,-33.313,-24.322,-17.722
Cliente_56,2014,8325.276,6.888,26.165,3.049,65.834,7.766,25.243,0.289,928.679,900.287,99.290,97.758,843.188,28.791,3.157,9.415,4789.817,-2.799,379.875,0.001,8.478,1.144,8.581,0.969,-1.543,-96.586,198.172
Cliente_56,2004,1258.046,6.740,21.280,6.712,93.262,9.345,17.822,1.447,4942.956,415.142,24.941,18.198,627.691,707.868,9.081,6.647,4929.029,-2.157,315.710,0.001,9.980,8.118,3.171,0.084,-27.037,12.773,-26.805
Cliente_56,2015,4493.837,9.762,19.818,3.065,87.130,1.897,28.783,1.512,3614.612,16.515,97.376,90.513,260.970,920.674,3.672,6.745,4996.377,-1.030,203.019,0.002,45.923,5.255,6.466,0.005,-7.048,252.789,83.685
Cliente_57,2006,2103.749,9.274,18.577,10.528,95.171,2.491,17.989,3.178,7242.809,372.289,7.557,64.981,453.332,131.927,3.709,6.770,5018.055,-1.003,200.314,0.002,38.208,17.668,1.765,0.051,759.843,-70.898,82.526
Cliente_57,2012,4199.651,5.586,16.543,2.335,93.011,2.852,24.117,4.596,2264.186,145.895,29.078,68.531,601.829,966.887,3.855,9.194,4846.471,-1.961,296.143,0.001,32.607,19.057,7.083,0.064,135.682,60.658,138.520
Cliente_57,2003,8897.245,6.714,16.022,4.468,32.508,7.499,45.916,5.087,881.079,315.138,22.005,44.085,591.580,37.971,4.112,8.588,4970.480,-1.386,238.632,0.001,4.335,11.079,3.586,0.358,100.339,-93.581,108.823
Cliente_57,2015,6335.884,6.734,23.068,3.389,27.809,4.901,42.774,3.665,7241.355,10.623,22.529,81.526,237.185,533.934,1.718,9.439,4996.377,-2.426,342.562,0.001,5.674,8.568,6.807,0.001,261.874,125.112,449.468
Cliente_57,2000,4509.334,9.975,7.273,1.834,86.143,5.015,27.976,0.889,8123.008,688.604,56.535,20.617,22.247,527.986,7.972,1.925,4620.370,0.271,72.914,0.002,17.176,3.178,3.967,0.085,-63.532,2273.246,-75.855
Cliente_57,2013,1611.875,8.000,11.582,10.767,74.566,6.367,45.578,7.462,8161.660,717.086,71.910,5.916,18.818,338.052,5.444,3.016,5072.685,-0.448,144.774,0.002,11.711,16.372,1.076,0.088,-91.773,1696.387,-44.601
Cliente_57,2002,2988.251,5.025,27.059,9.953,96.568,3.445,48.324,4.426,5376.046,214.559,94.681,49.899,783.522,17.256,1.424,8.429,5226.441,-4.385,538.472,0.001,28.031,9.158,2.719,0.040,-47.297,-97.798,492.075
Cliente_57,2015,9036.478,7.609,1.855,7.272,19.261,3.869,20.123,0.912,50.409,567.902,80.935,5.632,576.183,470.423,3.686,2.249,4996.377,0.756,24.386,0.002,4.979,4.532,0.255,11.266,-93.041,-18.355,-38.996
Cliente_57,2020,6597.004,6.273,5.018,12.231,81.384,1.968,26.392,1.494,6882.724,322.240,67.463,28.167,5.642,830.020,9.856,9.942,4893.708,0.200,80.006,0.001,41.353,5.661,0.410,0.047,-58.248,14610.495,0.874
Cliente_57,2002,6312.503,5.608,3.420,6.823,62.882,4.447,34.155,1.738,525.857,233.416,57.821,12.807,462.310,415.664,5.440,8.752,5226.441,0.390,60.982,0.001,14.139,5.088,0.501,0.444,-77.851,-10.090,60.891
Cliente_58,2001,2699.851,7.234,9.591,0.690,38.064,8.020,19.622,0.758,136.597,403.289,4.533,88.073,700.771,13.722,6.248,2.319,5252.968,-0.326,132.581,0.001,4.746,3.862,13.892,2.952,1842.889,-98.042,-62.883
Cliente_58,2003,1704.216,5.612,3.401,3.634,50.862,2.692,45.764,4.824,3526.911,594.455,27.352,27.558,477.282,475.126,5.395,1.845,4970.480,0.394,60.604,0.001,18.897,10.542,0.936,0.169,0.756,-0.452,-65.797
Cliente_58,2001,1378.495,7.638,17.197,12.368,23.860,3.501,17.481,1.862,7101.861,530.033,7.519,21.365,306.019,334.720,3.228,3.741,5252.968,-1.252,225.151,0.001,6.816,10.651,1.390,0.075,184.149,9.379,15.920
Cliente_58,2009,4607.477,7.889,26.313,3.225,55.406,2.478,11.143,0.224,8913.833,494.123,11.002,78.787,906.761,178.338,1.984,7.626,5375.895,-2.335,333.526,0.001,22.361,2.010,8.160,0.055,616.105,-80.332,284.267
Cliente_58,2002,1263.761,8.306,20.125,2.016,92.271,3.764,36.475,2.254,7745.488,434.132,23.420,35.416,239.381,264.568,8.370,5.074,5226.441,-1.423,242.284,0.002,24.512,6.179,9.984,0.056,51.220,10.522,-39.387
Cliente_58,2008,8619.087,9.882,22.323,3.526,29.691,8.828,28.106,0.803,8569.705,681.479,62.402,29.511,315.797,77.900,6.105,7.613,5765.334,-1.259,225.899,0.002,3.363,2.858,6.332,0.080,-52.708,-75.332,24.698
Cliente_58,2010,7530.595,6.610,6.971,9.063,42.728,6.835,20.623,2.748,9021.766,646.699,71.867,60.035,70.385,679.524,9.914,9.908,4613.751,-0.055,105.466,0.001,6.251,13.324,0.769,0.072,-16.463,865.436,-0.056
Cliente_58,2022,8878.096,8.654,3.262,8.151,97.756,2.326,47.077,7.018,5957.840,959.013,39.799,73.654,188.157,853.237,8.518,3.316,5055.648,0.623,37.698,0.002,42.035,14.908,0.400,0.161,85.066,353.470,-61.071
Cliente_58,2019,9658.397,6.129,29.181,12.948,88.107,8.886,13.363,1.207,1128.498,220.360,11.029,10.330,899.969,594.411,5.727,5.378,4782.451,-3.761,476.105,0.001,9.916,9.029,2.254,0.195,-6.339,-33.952,-6.093
Cliente_58,2012,4133.526,6.319,2.748,11.527,56.212,7.705,27.259,1.795,6858.156,54.085,73.659,50.821,142.692,969.572,2.506,4.279,4846.471,0.565,43.483,0.001,7.295,6.586,0.238,0.008,-31.005,579.487,70.752
Cliente_59,2023,310.016,8.134,28.413,5.531,53.814,8.507,15.706,1.348,8799.111,767.893,83.551,46.667,621.269,839.359,2.093,6.757,5423.356,-2.493,349.289,0.001,6.326,8.583,5.137,0.087,-44.146,35.104,222.841
Cliente_59,2020,5776.264,7.725,9.011,2.098,15.815,1.449,39.322,7.148,5198.706,250.770,10.508,91.343,900.013,85.574,6.262,2.393,4893.708,-0.167,116.656,0.002,10.914,18.179,4.296,0.048,769.258,-90.492,-61.783
Cliente_59,2000,6958.365,9.562,6.527,0.621,36.525,2.239,27.282,4.902,2472.814,416.896,53.131,3.616,877.927,270.905,5.597,6.654,4620.370,0.317,68.256,0.002,16.310,17.968,10.512,0.169,-93.195,-69.143,18.880
Cliente_59,2004,4307.774,9.937,17.806,13.945,50.847,8.908,46.730,8.638,1036.967,200.324,69.719,76.910,54.482,986.187,7.453,7.472,4929.029,-0.792,179.195,0.002,5.708,18.484,1.277,0.193,10.314,1710.100,0.265
Cliente_59,2013,2063.869,9.380,21.353,2.633,29.559,8.067,21.632,2.670,247.539,305.691,50.878,9.754,845.262,107.942,7.314,9.429,5072.685,-1.276,227.635,0.002,3.664,12.344,8.109,1.235,-80.828,-87.230,28.911
Cliente_59,2007,893.651,5.875,25.191,10.373,84.292,5.518,11.285,0.484,5058.539,298.037,68.831,14.918,126.810,594.745,5.646,8.251,5175.817,-3.288,428.800,0.001,15.276,4.293,2.428,0.059,-78.327,369.005,46.121
Cliente_59,2021,9206.552,9.552,4.566,8.086,21.109,9.627,47.317,4.391,3907.748,927.192,36.398,90.778,670.409,822.118,6.058,6.613,5050.433,0.522,47.802,0.002,2.193,9.281,0.565,0.237,149.402,22.629,9.153
Cliente_59,2004,3778.405,6.744,24.065,4.702,53.953,6.047,19.949,3.520,9260.518,461.693,36.065,78.877,463.345,565.878,9.706,2.806,4929.029,-2.568,356.819,0.001,8.923,17.643,5.118,0.050,118.706,22.129,-71.085
Cliente_59,2011,1080.209,6.656,17.433,8.593,10.458,9.583,37.140,6.048,2999.938,184.189,47.189,58.452,763.233,690.902,2.228,1.604,4774.942,-1.619,261.918,0.001,1.091,16.283,2.029,0.061,23.868,-9.477,-27.983
Cliente_59,2015,2739.965,7.946,23.983,2.858,41.703,7.419,25.450,0.927,4837.712,782.623,96.183,37.938,518.490,864.450,9.055,2.377,4996.377,-2.018,301.838,0.002,5.621,3.644,8.392,0.162,-60.557,66.724,-73.748
