Cliente,Activos_Iniciales_millones,Ingresos_Netos_millones,Gastos_Operativos_millones,Margen_Financiero_Neto_millones,Fondos_Disponibles_millones,Depositos_Corto_Plazo_millones,Prestamos_Totales_millones,Prestamos_Morosos_millones,Activos_Finales_millones,Patrimonio_millones,Captaciones_Iniciales_millones,Captaciones_Finales_millones,Cartera_Inicial_millones,Cartera_Final_millones,Provisiones_Iniciales_millones,Provisiones_Finales_millones,Año,Liquidez_de_Corto_Plazo,Tasa_de_Morosidad,Grado_Absorción,Solvencia_Patrimonial,Porcentaje_Crecimiento_Captaciones,Porcentaje_Crecimiento_Cartera,Porcentaje_Crecimiento_Provisiones
Cliente_26,9471.234,8.093,14.986,3.720,97.886,5.937,20.798,4.142,2842.469,60.976,2.964,67.646,338.051,645.000,7.550,1.237,2011,16.487,19.916,4.028,0.021,2182.489,90.800,-83.612
Cliente_26,6831.390,5.780,18.999,8.862,72.842,3.134,19.432,3.330,6265.180,814.004,13.003,49.262,631.642,271.977,6.958,4.573,2011,23.241,17.138,2.144,0.130,278.864,-56.941,-34.277
Cliente_26,9099.365,5.533,15.278,1.285,51.406,5.242,27.289,2.953,1313.640,477.063,86.869,73.916,572.066,445.453,9.464,7.885,2012,9.806,10.823,11.888,0.363,-14.911,-22.132,-16.684
Cliente_26,4990.494,9.601,29.575,12.089,72.029,6.518,25.235,3.707,8385.339,630.232,96.349,89.074,849.052,862.944,7.306,1.749,2008,11.051,14.691,2.446,0.075,-7.551,1.636,-76.058
Cliente_26,1997.466,8.379,27.013,7.436,11.064,4.293,15.834,2.521,286.684,450.405,20.697,38.726,72.273,363.802,1.721,3.362,2014,2.577,15.921,3.633,1.571,87.111,403.373,95.403
Cliente_27,6635.828,5.885,24.337,0.621,47.056,7.881,17.512,0.676,4853.536,951.692,77.046,47.810,199.525,789.355,6.568,9.835,2009,5.971,3.863,39.215,0.196,-37.947,295.617,49.747
Cliente_27,8603.828,7.988,13.814,13.870,60.450,9.190,10.776,1.118,4375.563,56.982,25.647,68.463,887.632,9.921,9.378,8.097,2003,6.578,10.378,0.996,0.013,166.940,-98.882,-13.656
Cliente_27,3252.688,8.155,11.608,14.231,45.528,8.268,11.985,0.898,2947.851,775.877,77.351,31.899,863.794,42.951,9.973,7.810,2020,5.506,7.496,0.816,0.263,-58.761,-95.028,-21.684
Cliente_27,4762.071,8.179,8.534,7.417,24.694,7.162,31.399,2.173,6970.681,72.313,44.853,32.983,218.570,783.692,6.626,8.250,2014,3.448,6.920,1.151,0.010,-26.464,258.553,24.502
Cliente_27,9749.840,7.820,9.804,0.632,76.341,3.562,17.438,2.823,1898.569,470.677,74.024,63.287,113.816,475.795,1.538,4.948,2019,21.431,16.190,15.502,0.248,-14.505,318.041,221.752
Cliente_27,5406.301,7.617,1.003,6.741,45.075,7.686,14.091,2.813,1867.081,193.000,4.318,5.176,633.276,596.616,6.801,2.737,2014,5.864,19.961,0.149,0.103,19.893,-5.789,-59.762
Cliente_27,2724.872,8.198,24.646,4.747,44.052,8.279,20.768,2.037,3477.299,841.698,46.623,93.805,325.189,372.027,7.312,7.203,2008,5.321,9.810,5.192,0.242,101.200,14.403,-1.487
Cliente_27,4449.004,6.548,25.590,3.853,33.668,4.716,38.608,6.192,7324.292,817.433,77.329,52.572,168.193,90.390,8.123,4.224,2022,7.139,16.037,6.642,0.112,-32.015,-46.258,-48.007
Cliente_27,9695.453,6.736,10.973,0.605,48.002,8.681,39.084,2.843,2753.969,828.424,52.593,26.078,276.824,158.541,2.132,2.213,2019,5.529,7.275,18.147,0.301,-50.415,-42.729,3.758
Cliente_27,6976.531,7.698,14.607,5.918,31.561,2.642,19.312,3.288,8313.665,122.840,98.229,64.213,120.530,92.310,3.094,9.088,2015,11.947,17.027,2.468,0.015,-34.629,-23.413,193.722
Cliente_28,9144.826,5.928,15.429,13.166,42.972,6.022,31.048,4.235,412.781,315.840,76.805,99.348,556.767,92.813,9.169,4.749,2006,7.136,13.640,1.172,0.765,29.350,-83.330,-48.209
Cliente_28,5545.649,5.094,16.993,3.430,64.536,9.444,19.951,3.546,5399.757,991.472,92.689,30.882,925.997,400.398,6.357,8.810,2016,6.833,17.774,4.954,0.184,-66.682,-56.760,38.593
Cliente_28,689.697,9.284,18.778,7.538,16.379,4.744,35.013,1.460,1496.651,325.329,26.155,30.733,155.560,917.964,3.704,8.828,2003,3.453,4.169,2.491,0.217,17.504,490.103,138.369
Cliente_28,1551.100,8.880,10.355,1.932,93.719,4.322,17.156,0.760,5024.514,372.348,96.204,22.967,38.699,734.532,7.577,3.040,2003,21.686,4.428,5.360,0.074,-76.127,1798.085,-59.873
Cliente_28,2957.431,6.194,19.586,8.780,28.786,7.376,39.968,3.449,2208.751,764.420,45.302,85.716,356.300,723.857,6.187,6.875,2023,3.903,8.630,2.231,0.346,89.209,103.159,11.128
Cliente_28,2634.229,8.605,4.203,12.626,54.226,8.413,26.607,1.972,506.148,431.157,40.312,3.148,139.270,793.111,1.706,6.421,2007,6.446,7.413,0.333,0.852,-92.190,469.478,276.295
Cliente_28,3671.760,8.291,16.173,10.040,90.079,3.392,14.221,0.570,7316.054,726.142,72.905,82.372,367.716,173.730,1.503,1.103,2017,26.554,4.005,1.611,0.099,12.985,-52.754,-26.634
Cliente_28,8.198,7.695,2.934,8.124,17.196,1.366,35.545,7.098,3929.434,608.805,98.313,69.282,582.574,825.880,7.938,7.997,2012,12.590,19.970,0.361,0.155,-29.529,41.764,0.739
Cliente_28,6380.623,6.937,25.221,10.669,82.092,1.633,24.319,2.290,4456.717,563.582,59.981,28.320,233.761,689.906,4.131,4.442,2006,50.255,9.417,2.364,0.126,-52.785,195.133,7.528
Cliente_28,3791.057,7.620,4.763,4.211,15.463,3.735,28.349,2.181,5951.727,214.714,52.243,55.813,811.263,576.656,8.354,3.743,2006,4.140,7.694,1.131,0.036,6.832,-28.919,-55.196
Cliente_29,5047.789,7.509,8.141,9.111,27.972,1.124,46.242,6.264,8217.163,709.979,92.305,28.312,393.454,313.070,9.088,7.475,2015,24.895,13.547,0.894,0.086,-69.328,-20.430,-17.747
Cliente_29,2221.634,8.869,3.078,0.851,43.644,7.244,31.072,4.225,6368.837,903.968,31.188,7.139,138.123,605.764,9.186,2.657,2019,6.025,13.597,3.617,0.142,-77.110,338.567,-71.073
Cliente_29,2898.541,5.652,23.526,4.920,78.196,2.002,20.218,3.709,7383.658,485.177,49.503,26.510,730.160,449.720,4.871,8.556,2023,39.069,18.345,4.782,0.066,-46.448,-38.408,75.661
Cliente_29,3943.830,5.674,10.379,14.821,86.749,5.051,12.404,0.973,1520.419,597.509,74.695,39.330,521.197,132.640,9.181,2.310,2004,17.176,7.844,0.700,0.393,-47.346,-74.551,-74.843
Cliente_29,1322.758,7.796,27.800,9.435,20.113,1.205,18.028,0.550,1880.148,88.933,2.819,99.995,678.317,652.820,7.930,1.265,2022,16.695,3.050,2.946,0.047,3447.376,-3.759,-84.044
Cliente_29,826.369,7.439,3.598,14.857,14.908,2.881,37.861,2.483,1316.327,199.676,68.747,99.046,872.829,581.450,6.906,3.868,2022,5.175,6.557,0.242,0.152,44.073,-33.383,-43.989
Cliente_29,5714.834,8.261,20.481,6.912,95.405,5.842,20.851,3.708,262.956,966.825,36.182,94.470,686.837,684.365,6.084,9.756,2021,16.331,17.785,2.963,3.677,161.092,-0.360,60.367
Cliente_29,494.062,5.980,13.283,2.614,93.406,2.834,28.598,2.386,9859.570,561.127,30.930,94.963,417.916,203.108,2.422,9.651,2000,32.956,8.344,5.081,0.057,207.021,-51.400,298.392
Cliente_29,3992.514,8.080,11.101,1.151,88.188,5.709,47.807,9.378,6169.848,712.757,99.603,23.333,573.326,138.972,1.610,3.730,2012,15.446,19.616,9.647,0.116,-76.574,-75.760,131.638
Cliente_29,851.705,8.678,10.301,12.363,83.812,3.328,12.664,1.350,6056.440,40.713,97.880,34.837,427.039,688.844,5.797,7.710,2018,25.185,10.662,0.833,0.007,-64.409,61.307,33.016
Cliente_30,6124.008,5.920,20.469,6.700,73.370,4.487,14.527,0.703,2929.034,363.580,56.984,63.019,882.820,557.991,9.283,5.098,2001,16.353,4.837,3.055,0.124,10.591,-36.794,-45.085
Cliente_30,5964.011,6.937,6.882,11.755,13.466,7.886,41.149,3.966,1346.323,524.293,66.294,12.638,238.640,825.427,1.441,6.211,2022,1.707,9.639,0.585,0.389,-80.937,245.887,330.915
Cliente_30,2309.893,7.369,6.932,9.315,19.838,9.663,47.514,2.733,6946.500,384.703,15.859,14.026,589.273,49.870,4.753,9.383,2016,2.053,5.752,0.744,0.055,-11.560,-91.537,97.435
Cliente_30,261.819,5.819,6.135,12.453,51.121,2.709,37.845,5.352,2744.911,791.276,87.013,21.082,476.236,149.108,2.604,1.838,2004,18.873,14.143,0.493,0.288,-75.771,-68.690,-29.417
Cliente_30,795.675,6.131,28.686,10.943,88.999,4.956,15.412,2.811,5271.000,512.155,18.708,62.633,410.741,653.624,7.049,3.694,2014,17.958,18.236,2.621,0.097,234.799,59.133,-47.599
Cliente_30,7798.483,7.043,13.739,6.215,89.000,8.960,26.542,4.282,5246.937,949.804,71.493,26.058,80.326,37.684,6.500,4.317,2020,9.934,16.133,2.211,0.181,-63.552,-53.085,-33.581
Cliente_30,1341.732,9.844,18.895,14.118,32.115,7.963,28.035,4.107,6958.599,379.300,42.539,46.406,600.502,853.975,7.224,4.410,2014,4.033,14.649,1.338,0.055,9.091,42.210,-38.944
Cliente_30,8461.536,9.627,20.948,8.793,58.408,3.573,17.155,0.574,6120.925,381.226,31.642,85.686,245.468,667.330,6.355,1.609,2002,16.346,3.347,2.382,0.062,170.795,171.860,-74.680
Cliente_30,4688.166,9.751,26.136,8.274,98.545,2.498,33.613,1.065,1093.913,768.492,77.094,54.807,547.794,838.176,8.086,4.846,2023,39.443,3.169,3.159,0.703,-28.910,53.009,-40.069
Cliente_30,6496.036,6.113,26.740,9.800,13.533,3.650,38.505,3.673,7297.555,912.341,45.180,1.569,620.146,299.143,2.597,5.954,2016,3.708,9.539,2.729,0.125,-96.527,-51.762,129.294
Cliente_31,6290.157,9.975,29.398,8.626,71.725,8.175,33.096,1.375,7047.071,877.172,51.093,10.727,44.986,639.212,9.625,3.802,2016,8.773,4.153,3.408,0.124,-79.005,1320.915,-60.493
Cliente_31,9871.905,6.769,1.046,9.744,40.723,6.811,23.269,2.910,8912.868,372.212,80.104,98.245,848.276,210.636,6.037,9.030,2009,5.979,12.508,0.107,0.042,22.648,-75.169,49.590
Cliente_31,4837.146,5.649,1.696,0.664,75.196,5.333,46.647,2.127,6295.077,829.628,90.591,52.099,872.003,201.355,1.921,5.865,2018,14.099,4.560,2.554,0.132,-42.490,-76.909,205.260
Cliente_31,6886.854,7.813,19.138,3.417,65.439,6.645,41.831,1.347,6901.559,303.326,16.254,99.279,333.956,287.281,5.883,1.457,2023,9.848,3.220,5.601,0.044,510.811,-13.977,-75.241
Cliente_31,9338.983,7.599,4.420,4.584,12.621,9.029,12.649,2.007,4458.917,525.575,34.671,21.314,889.297,532.744,5.944,1.261,2021,1.398,15.865,0.964,0.118,-38.527,-40.094,-78.787
Cliente_31,9862.798,8.159,25.594,11.958,25.807,5.833,15.972,1.095,3556.888,175.838,48.864,4.619,104.000,773.014,3.439,9.130,2010,4.424,6.857,2.140,0.049,-90.548,643.285,165.437
Cliente_31,2872.586,7.463,24.187,4.963,39.746,4.016,43.630,7.547,3323.989,374.841,87.514,39.371,766.414,671.453,9.490,1.454,2017,9.897,17.299,4.874,0.113,-55.012,-12.390,-84.677
Cliente_31,6088.837,5.900,29.971,7.847,40.414,8.056,23.566,3.414,1982.273,38.358,31.726,86.616,745.809,273.382,8.236,4.452,2017,5.017,14.487,3.819,0.019,173.018,-63.344,-45.940
Cliente_31,3165.569,8.047,13.007,5.197,70.523,4.726,25.010,1.540,7584.267,202.896,33.406,12.468,23.458,158.339,6.167,1.775,2000,14.924,6.158,2.503,0.027,-62.679,574.994,-71.215
Cliente_31,5254.387,8.543,10.680,0.589,92.455,7.683,31.371,0.831,8093.189,93.512,77.179,31.787,758.735,115.346,2.541,4.527,2006,12.033,2.649,18.135,0.012,-58.814,-84.798,78.135
Cliente_32,786.378,8.832,25.963,7.865,31.932,7.247,23.096,2.219,8593.647,936.740,90.206,62.896,417.818,136.640,8.381,6.187,2014,4.406,9.607,3.301,0.109,-30.275,-67.297,-26.173
Cliente_32,9227.917,7.353,10.418,6.382,24.312,2.558,35.800,2.341,7506.072,718.073,96.822,71.466,289.182,138.083,4.462,1.301,2005,9.505,6.539,1.632,0.096,-26.189,-52.251,-70.842
Cliente_32,7644.518,9.737,15.138,10.857,53.414,7.026,12.459,1.582,2794.924,915.203,1.083,41.197,872.863,806.136,3.032,1.341,2009,7.602,12.696,1.394,0.327,3702.278,-7.645,-55.774
Cliente_32,5678.325,5.719,2.896,2.051,15.945,7.654,18.704,1.776,5169.979,990.299,56.443,44.084,126.424,860.293,4.823,5.349,2012,2.083,9.496,1.412,0.192,-21.897,580.484,10.916
Cliente_32,930.069,9.479,4.274,8.564,28.741,7.407,15.557,0.763,5234.045,583.144,97.891,21.910,12.591,893.689,1.067,4.317,2002,3.880,4.908,0.499,0.111,-77.618,6997.754,304.661
Cliente_32,8023.703,6.290,14.881,1.528,72.465,8.531,33.231,5.872,6101.096,611.879,11.860,18.168,648.741,695.695,5.483,6.222,2019,8.495,17.671,9.736,0.100,53.182,7.238,13.477
Cliente_32,6986.295,6.817,25.527,4.881,48.803,2.029,40.200,2.691,2453.068,510.913,28.939,14.768,144.852,930.381,7.578,9.656,2003,24.054,6.695,5.230,0.208,-48.969,542.298,27.413
Cliente_32,973.533,5.917,9.185,7.184,98.218,6.365,42.394,6.822,6306.998,847.789,4.087,55.987,885.004,623.625,7.409,1.721,2021,15.432,16.093,1.279,0.134,1269.777,-29.534,-76.778
Cliente_32,3104.606,9.586,11.110,9.063,61.049,3.928,40.283,5.604,6637.706,852.653,43.740,84.489,658.269,454.940,3.423,7.572,2019,15.540,13.912,1.226,0.128,93.164,-30.888,121.183
Cliente_32,6444.542,6.652,17.666,3.959,40.798,1.879,36.435,6.723,6687.503,63.348,59.426,36.669,975.000,424.701,9.339,5.738,2012,21.714,18.452,4.462,0.009,-38.296,-56.441,-38.563
Cliente_33,6841.056,6.658,19.250,11.865,43.279,8.396,29.051,4.691,4416.376,652.414,77.279,68.864,599.786,111.734,7.931,1.625,2001,5.155,16.149,1.622,0.148,-10.889,-81.371,-79.516
Cliente_33,5392.433,6.765,17.766,4.155,25.786,8.539,47.930,3.958,2590.704,273.318,52.475,35.800,122.668,185.079,3.316,9.815,2020,3.020,8.258,4.276,0.105,-31.777,50.877,195.980
Cliente_33,5796.705,9.889,17.613,9.429,80.427,7.775,46.898,3.282,349.574,271.056,68.094,72.800,957.838,295.274,8.027,2.806,2008,10.345,6.998,1.868,0.775,6.911,-69.173,-65.041
Cliente_33,6130.778,6.473,20.033,4.491,31.258,4.717,19.346,2.143,705.053,802.514,99.328,25.938,87.300,660.817,3.496,4.534,2003,6.627,11.075,4.461,1.138,-73.887,656.950,29.698
Cliente_33,9035.949,5.838,9.461,4.226,26.273,4.449,37.340,7.155,7275.724,256.089,32.014,4.370,605.081,76.638,1.561,6.809,2001,5.906,19.162,2.239,0.035,-86.349,-87.334,336.081
Cliente_33,5350.798,8.475,22.384,11.251,57.465,6.946,25.603,0.730,7772.594,584.593,2.047,62.320,376.582,453.990,4.497,1.976,2005,8.273,2.850,1.990,0.075,2944.143,20.555,-56.065
Cliente_33,108.823,7.988,1.792,9.255,12.978,7.534,20.505,2.275,188.629,461.647,1.839,6.631,764.094,995.252,9.964,5.866,2014,1.723,11.095,0.194,2.447,260.566,30.253,-41.129
Cliente_33,4540.894,6.520,15.058,13.697,98.566,2.506,31.218,2.411,4977.516,675.616,7.727,59.820,648.258,769.590,3.324,4.881,2012,39.339,7.723,1.099,0.136,674.140,18.717,46.843
Cliente_33,9060.645,8.925,4.678,11.215,97.061,6.200,27.389,4.667,6529.000,242.555,41.714,89.503,803.397,692.529,8.315,6.526,2015,15.655,17.041,0.417,0.037,114.565,-13.800,-21.521
Cliente_33,5740.079,6.302,3.229,10.058,63.599,8.576,21.552,2.715,9.676,672.218,53.001,22.466,185.584,667.912,2.601,1.956,2009,7.415,12.599,0.321,69.476,-57.613,259.897,-24.799
Cliente_34,379.318,8.639,10.670,4.704,89.669,5.497,46.993,0.916,432.113,221.352,83.806,44.427,180.233,523.564,4.131,7.933,2020,16.312,1.949,2.268,0.512,-46.988,190.492,92.050
Cliente_34,3905.448,9.061,9.782,3.445,49.419,9.685,11.475,0.785,6448.964,804.649,79.517,92.642,90.052,412.619,1.041,6.934,2021,5.103,6.839,2.839,0.125,16.506,358.201,566.002
Cliente_34,1516.923,5.350,2.601,8.540,27.052,8.306,15.664,2.519,2851.360,426.785,76.659,5.029,652.104,938.152,3.121,3.488,2016,3.257,16.080,0.305,0.150,-93.439,43.865,11.763
Cliente_34,3298.979,6.129,29.913,14.529,13.213,9.699,36.153,3.495,4347.282,811.710,59.715,10.897,887.028,610.927,2.058,2.743,2014,1.362,9.668,2.059,0.187,-81.752,-31.126,33.335
Cliente_34,3913.912,6.922,19.765,10.081,12.283,1.148,28.849,1.224,3343.612,982.211,34.215,84.889,416.806,38.584,5.772,8.170,2021,10.702,4.243,1.961,0.294,148.106,-90.743,41.542
Cliente_34,38.034,8.446,11.595,4.834,99.675,4.054,46.721,5.714,8051.732,678.719,12.954,61.632,807.604,180.820,1.861,7.167,2017,24.589,12.230,2.399,0.084,375.781,-77.610,285.094
Cliente_34,7076.349,8.899,25.747,6.157,31.464,4.039,11.832,1.957,7584.322,324.911,14.982,77.989,772.790,500.388,4.257,9.717,2004,7.789,16.538,4.182,0.043,420.533,-35.249,128.257
Cliente_34,7710.135,5.606,10.862,2.048,44.989,7.489,38.052,1.149,434.132,975.877,42.100,2.547,692.666,950.348,7.850,5.270,2023,6.007,3.020,5.303,2.248,-93.949,37.201,-32.871
Cliente_34,4781.916,7.677,25.394,10.488,81.347,4.650,15.222,1.590,7404.428,576.391,69.933,49.210,206.954,627.564,5.858,2.587,2018,17.495,10.446,2.421,0.078,-29.633,203.239,-55.836
Cliente_34,4039.724,9.958,23.053,7.554,67.907,2.905,16.890,2.734,9248.689,138.192,55.787,1.629,640.186,782.800,2.973,7.031,2007,23.375,16.184,3.052,0.015,-97.081,22.277,136.466
Cliente_35,1759.700,6.628,26.824,2.345,81.059,6.324,27.028,1.390,770.396,976.444,39.103,62.425,367.067,752.525,4.355,7.060,2004,12.817,5.142,11.441,1.267,59.642,105.010,62.095
Cliente_35,7855.135,8.895,5.203,10.537,67.420,8.533,25.773,2.013,1648.497,464.297,69.384,34.234,648.524,871.260,5.072,7.239,2018,7.901,7.810,0.494,0.282,-50.661,34.345,42.733
Cliente_35,4851.129,6.631,27.909,1.365,65.038,3.513,42.389,2.349,1121.134,139.485,53.561,93.292,705.169,703.141,5.513,9.803,2000,18.516,5.542,20.447,0.124,74.179,-0.288,77.810
Cliente_35,1161.535,5.490,14.195,2.479,25.294,7.570,37.866,7.566,1480.392,703.432,30.362,51.959,561.197,753.420,8.466,8.948,2013,3.341,19.980,5.725,0.475,71.129,34.252,5.695
Cliente_35,8950.897,8.689,12.233,12.849,97.312,7.626,13.920,0.181,1505.830,185.761,75.536,91.090,773.802,761.125,5.231,2.695,2001,12.761,1.303,0.952,0.123,20.592,-1.638,-48.481
Cliente_35,7214.309,9.349,4.956,7.149,86.950,3.220,29.811,4.088,2043.357,871.680,70.107,37.035,139.267,321.143,5.787,8.956,2001,27.004,13.712,0.693,0.427,-47.174,130.595,54.754
Cliente_35,5927.474,6.878,21.875,2.982,17.783,3.946,13.324,0.543,9521.096,627.184,61.638,6.105,335.595,898.035,8.428,1.786,2015,4.507,4.074,7.335,0.066,-90.096,167.595,-78.812
Cliente_35,3260.397,6.103,19.329,5.482,87.128,6.215,40.123,3.903,227.880,704.198,57.948,38.913,540.094,504.062,9.095,4.516,2023,14.018,9.726,3.526,3.090,-32.849,-6.671,-50.345
Cliente_35,1988.315,7.355,29.291,13.353,54.029,9.026,37.726,4.466,4165.950,2.362,21.507,47.070,649.389,423.506,5.068,2.609,2016,5.986,11.837,2.194,0.001,118.854,-34.784,-48.512
Cliente_35,6768.849,7.422,6.864,9.253,99.610,6.326,26.265,3.175,6824.351,627.678,68.782,5.047,737.643,55.406,4.313,9.624,2001,15.746,12.090,0.742,0.092,-92.663,-92.489,123.130
Cliente_36,9317.283,6.679,27.050,9.470,99.440,9.779,15.883,1.371,2772.893,23.526,90.936,9.672,140.428,89.360,5.985,9.604,2017,10.168,8.631,2.856,0.008,-89.364,-36.366,60.477
Cliente_36,4739.575,7.894,9.888,2.831,61.707,5.803,32.609,5.536,9943.335,538.874,36.745,73.057,587.593,410.051,1.380,8.508,2016,10.634,16.977,3.492,0.054,98.821,-30.215,516.492
Cliente_36,4201.880,8.279,23.889,8.262,49.680,2.093,46.275,4.384,668.182,446.013,15.647,44.978,86.992,914.496,8.436,5.253,2010,23.732,9.473,2.891,0.668,187.460,951.243,-37.734
Cliente_36,7377.355,8.934,7.577,3.143,43.270,1.224,27.684,0.763,7455.910,671.886,85.527,99.267,208.576,415.099,8.511,6.884,2020,35.342,2.757,2.411,0.090,16.066,99.016,-19.115
Cliente_36,215.802,7.431,11.785,3.043,28.464,9.380,37.566,0.768,5811.077,88.290,37.593,80.565,475.139,556.258,3.735,9.034,2022,3.035,2.046,3.873,0.015,114.306,17.073,141.864
Cliente_36,1891.418,8.329,9.356,10.768,73.642,7.917,39.266,5.177,5656.180,512.276,37.910,29.575,867.658,710.537,6.034,4.754,2009,9.302,13.185,0.869,0.091,-21.987,-18.109,-21.200
Cliente_36,221.344,7.651,25.520,13.618,69.900,9.530,46.007,5.560,8683.591,195.256,29.180,80.762,986.652,755.489,5.171,5.427,2015,7.335,12.085,1.874,0.022,176.767,-23.429,4.949
Cliente_36,8020.089,7.742,5.302,12.020,98.022,9.350,15.577,0.813,6280.332,318.440,35.784,97.066,67.050,137.790,1.242,7.191,2009,10.483,5.221,0.441,0.051,171.253,105.505,479.158
Cliente_36,8349.640,7.290,9.247,2.838,23.315,2.404,32.038,6.016,4760.931,605.473,97.775,42.959,960.135,186.820,1.022,3.203,2018,9.696,18.778,3.258,0.127,-56.063,-80.542,213.375
Cliente_36,5196.685,7.836,28.730,2.195,50.359,9.731,22.323,1.402,6942.757,943.459,87.556,89.746,756.358,382.388,3.364,2.074,2021,5.175,6.281,13.087,0.136,2.502,-49.444,-38.343
Cliente_37,1196.717,6.363,3.741,8.911,29.900,5.144,15.694,0.284,4006.842,782.588,35.436,19.963,589.791,124.492,6.404,5.281,2010,5.812,1.808,0.420,0.195,-43.664,-78.892,-17.528
Cliente_37,5125.746,7.098,22.826,12.438,26.958,1.688,19.063,0.581,5905.982,920.178,16.895,28.904,440.226,111.206,3.808,7.112,2005,15.974,3.049,1.835,0.156,71.077,-74.739,86.766
Cliente_37,5753.062,9.561,16.768,0.687,90.735,8.370,15.014,2.412,1018.120,206.196,50.563,90.264,957.790,136.776,9.786,2.614,2022,10.841,16.068,24.406,0.203,78.519,-85.720,-73.291
Cliente_37,8452.955,6.780,26.301,8.013,65.209,9.311,15.209,1.636,9252.978,901.274,73.127,54.176,181.668,762.511,4.996,9.989,2009,7.004,10.756,3.282,0.097,-25.916,319.729,99.946
Cliente_37,1629.309,6.449,24.978,5.909,84.827,5.316,13.144,0.279,9778.555,185.597,24.940,97.384,355.468,705.026,5.985,5.425,2000,15.958,2.126,4.227,0.019,290.468,98.338,-9.363
Cliente_37,586.045,7.648,20.864,7.531,57.309,3.804,37.633,1.227,648.039,352.182,57.453,10.770,380.235,557.575,3.615,1.947,2023,15.065,3.260,2.770,0.543,-81.255,46.639,-46.158
Cliente_37,3197.491,9.682,9.731,5.435,57.889,4.263,41.361,2.402,9752.100,91.689,10.811,22.188,215.060,41.568,8.698,4.943,2003,13.579,5.807,1.791,0.009,105.222,-80.671,-43.178
Cliente_37,8783.294,7.569,20.878,13.706,59.600,8.353,13.109,0.296,3386.978,846.016,58.235,50.915,228.327,328.787,2.699,6.927,2007,7.135,2.259,1.523,0.250,-12.570,43.999,156.642
Cliente_37,1355.838,8.832,20.962,1.985,78.068,9.008,40.988,5.609,5950.013,941.903,2.384,71.068,113.733,116.607,1.626,1.765,2004,8.667,13.684,10.560,0.158,2880.475,2.527,8.520
Cliente_37,1633.925,5.916,3.779,2.741,20.257,6.379,40.293,6.180,9906.623,948.843,22.483,37.280,984.628,284.328,8.570,2.290,2022,3.176,15.336,1.379,0.096,65.815,-71.123,-73.274
Cliente_38,1228.499,7.379,4.904,1.897,87.371,1.296,44.174,0.820,4673.486,351.918,33.286,39.640,363.971,402.625,2.888,5.079,2021,67.429,1.857,2.585,0.075,19.090,10.620,75.889
Cliente_38,8381.253,8.016,3.888,1.610,59.196,6.010,30.267,5.116,9371.692,661.579,46.630,57.681,436.555,226.660,8.161,7.871,2015,9.850,16.902,2.416,0.071,23.700,-48.080,-3.552
Cliente_38,7252.280,7.022,2.533,11.398,95.732,8.743,25.655,1.957,5327.661,248.366,86.473,81.024,497.455,743.145,6.864,2.625,2021,10.949,7.629,0.222,0.047,-6.302,49.389,-61.750
Cliente_38,2785.905,7.423,2.979,11.630,12.844,3.727,29.788,4.498,6144.609,648.435,57.237,10.906,847.487,92.866,3.717,1.167,2017,3.446,15.099,0.256,0.106,-80.947,-89.042,-68.589
Cliente_38,7135.225,6.394,20.665,11.995,48.737,7.355,48.835,0.738,7691.423,592.939,90.240,67.836,787.362,844.343,8.237,7.330,2021,6.627,1.511,1.723,0.077,-24.827,7.237,-11.013
Cliente_38,5819.604,8.840,29.190,3.428,92.345,5.423,34.678,6.220,4337.811,910.479,27.395,34.261,840.540,95.639,4.896,8.764,2017,17.027,17.936,8.515,0.210,25.061,-88.622,79.004
Cliente_38,2730.455,5.540,12.096,10.100,44.527,2.210,24.111,1.804,5661.598,66.435,69.900,50.774,536.298,337.501,5.860,6.192,2018,20.144,7.484,1.198,0.012,-27.362,-37.068,5.667
Cliente_38,7895.138,6.253,20.697,7.609,38.310,7.442,49.111,1.400,6267.958,305.608,59.211,76.725,288.068,68.203,2.801,2.917,2015,5.148,2.850,2.720,0.049,29.580,-76.324,4.138
Cliente_38,6438.668,7.486,5.429,4.294,43.870,5.387,22.819,1.725,5223.174,338.257,98.591,34.614,48.484,801.384,4.621,9.659,2015,8.144,7.558,1.264,0.065,-64.891,1552.890,109.038
Cliente_38,4002.955,8.142,19.037,5.482,51.369,1.984,11.126,0.867,3643.382,20.692,38.396,61.868,996.231,475.793,6.625,7.680,2017,25.886,7.790,3.472,0.006,61.131,-52.241,15.928
Cliente_39,1478.289,9.119,17.235,12.862,42.709,8.461,48.797,9.419,7995.487,662.561,13.083,24.311,823.375,506.828,8.119,7.868,2012,5.048,19.303,1.340,0.083,85.814,-38.445,-3.088
Cliente_39,1505.576,8.230,13.648,14.475,69.169,9.547,27.579,4.884,1987.439,940.907,86.828,21.828,940.555,352.504,2.225,8.623,2023,7.245,17.709,0.943,0.473,-74.860,-62.522,287.564
Cliente_39,6853.381,6.282,19.761,7.545,18.128,9.384,20.172,3.793,4145.550,690.992,85.907,89.134,471.620,602.514,4.606,7.172,2023,1.932,18.802,2.619,0.167,3.757,27.754,55.707
Cliente_39,3003.456,8.006,2.073,0.789,94.885,3.266,33.579,2.652,1819.711,789.014,39.459,91.673,413.548,813.615,6.655,8.134,2007,29.050,7.897,2.629,0.434,132.327,96.740,22.227
